train/ent_coef,rollout/ep_len_mean,time/total_timesteps,time/fps,train/critic_loss,train/n_updates,train/ent_coef_loss,time/episodes,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,eval/mean_ep_length,eval/mean_reward
0.2579663097858429,95.92,228421,7,0.5236502289772034,228318,0.04654887318611145,2268,-83.75039672851562,170.48087687,1396,0.0003,,
0.2601822018623352,98.93,228955,7,0.4970635175704956,228852,-0.12782567739486694,2272,-80.14456939697266,175.89955792000003,1418,0.0003,,
0.260844886302948,,229000,,0.5374637842178345,228897,-0.013546422123908997,,-78.89036560058594,,,0.0003,1994.0,3967.4940278546833
0.2653689980506897,102.33,229444,7,0.5396992564201355,229341,-0.05203556269407272,2276,-82.46025085449219,182.29652504999999,1545,0.0003,,
0.2671583294868469,,230000,,0.5327123403549194,229897,0.06550918519496918,,-86.35707092285156,,,0.0003,1470.0,2634.498538293455
0.26608166098594666,106.11,230456,7,0.4684557020664215,230353,0.30282264947891235,2280,-84.51647186279297,187.73338510999997,1661,0.0003,,
0.2687203884124756,106.17,230784,7,0.42773309350013733,230681,-0.1958354115486145,2284,-87.19607543945312,187.0487701,1676,0.0003,,
0.26911741495132446,,231000,,0.43348023295402527,230897,-0.034630849957466125,,-85.4531478881836,,,0.0003,454.6,678.6454779008549
0.26864513754844666,108.83,231265,7,0.6313291788101196,231162,-0.0104694664478302,2288,-85.32559204101562,191.32036069000003,1726,0.0003,,
0.27269500494003296,,232000,,0.42195531725883484,231897,-0.13079136610031128,,-87.23082733154297,,,0.0003,1000.4,1865.482429287985
0.2736299932003021,115.19,232102,7,0.4749135971069336,231999,0.29153016209602356,2292,-90.39627075195312,203.03860735000006,1814,0.0003,,
0.2799723148345947,118.92,232839,8,0.4701242446899414,232736,-0.018499989062547684,2296,-89.94158172607422,210.14941302000003,1841,0.0003,,
0.2787492573261261,,233000,,0.4967508614063263,232897,-0.11217229813337326,,-91.02611541748047,,,0.0003,1711.2,3320.3020192227414
0.279339075088501,118.71,233256,7,0.6154080629348755,233153,0.05693696811795235,2300,-91.08045196533203,209.16970075,1952,0.0003,,
